"","id","message_time","day","hdop","historical","hour","latitude","longitude","minute","month","pressure","second","temperature","volts","year"
"1","eui-70b3d57ed00508ca","2023-04-15T19:23:04.913181638Z","15","10","0","19",46.83458,8.18357,"23","4","95884","0","7.6","4.0162","23"
"2","eui-70b3d57ed00508ca","2023-04-15T18:22:21.877056032Z","15","20","0","18",46.83398,8.1838,"22","4","95843.2","3","8","4.0237","23"
"3","eui-70b3d57ed005bd07","2023-04-15T18:18:32.207785875Z","15","10","0","18",46.83327,8.18214,"18","4","95839.6","6","9.4","4.14","23"
"4","eui-70b3d57ed005bd07","2023-04-15T18:08:00.199015932Z","15","10","0","18",46.83339,8.18129,"7","4","95813.8","11","8.2","4.1537","23"
"5","eui-70b3d57ed005bd07","2023-04-15T17:57:41.186446632Z","15","10","0","17",46.83338,8.18128,"57","4","95801.8","7","7.2","4.1537","23"
"6","eui-70b3d57ed005bd07","2023-04-15T17:47:28.191895103Z","15","10","0","17",46.8336,8.18233,"47","4","95788.9","5","7.8","4.1525","23"
"7","eui-70b3d57ed005bd07","2023-04-15T17:37:12.173229166Z","15","10","0","17",46.83354,8.18314,"37","4","95758.7","2","9.8","4.195","23"
"8","eui-70b3d57ed005bd07","2023-04-15T17:26:37.175438284Z","15","10","0","17",46.83338,8.18267,"26","4","95739.5","6","8.4","4.2062","23"
"9","eui-70b3d57ed00508ca","2023-04-15T17:21:58.852111723Z","15","10","0","17",46.83377,8.18242,"21","4","95718.5","11","7.8","4.0187","23"
"10","eui-70b3d57ed005bd07","2023-04-15T17:16:18.172463825Z","15","20","0","17",46.83352,8.18299,"16","4","95715.2","3","9","4.2225","23"
"11","eui-70b3d57ed005bd07","2023-04-15T17:05:56.259557260Z","15","20","0","17",46.83351,8.18295,"5","4","95693.4","10","11","4.2912","23"
"12","eui-70b3d57ed00508ca","2023-04-15T17:01:41.861446371Z","15","10","0","17",46.83328,8.18238,"1","4","95681.9","7","9.6","4.0512","23"
"13","eui-70b3d57ed00508ca","2023-04-15T16:41:01.845383276Z","15","10","0","16",46.83338,8.18246,"40","4","95653.7","11","8.8","4.0625","23"
"14","eui-70b3d57ed00508ca","2023-04-15T16:20:42.833714456Z","15","30","0","16",46.83384,8.18352,"20","4","95616.1","8","9.6","4.08","23"
"15","eui-70b3d57ed00508ca","2023-04-15T16:00:16.825420683Z","15","10","0","16",46.83339,8.18279,"0","4","95591","2","9.2","4.0837","23"
"16","eui-70b3d57ed00508ca","2023-04-15T15:39:56.807731662Z","15","10","0","15",46.83344,8.18245,"39","4","95558.4","11","10.4","4.1137","23"
"17","eui-70b3d57ed00508ca","2023-04-15T15:19:10.808459376Z","15","10","0","15",46.83356,8.18235,"19","4","95522.3","1","10.2","4.1375","23"
"18","eui-70b3d57ed00508ca","2023-04-15T14:58:40.797685634Z","15","10","0","14",46.8333,8.18235,"58","4","95488.9","7","8.8","4.125","23"
"19","eui-70b3d57ed00508ca","2023-04-15T14:38:27.787672188Z","15","10","0","14",46.8336,8.1827,"38","4","95458","5","9.4","4.11","23"
"20","eui-70b3d57ed00508ca","2023-04-15T14:18:11.786941341Z","15","20","0","14",46.83314,8.1818,"18","4","95429.3","1","10.2","4.1075","23"
"21","eui-70b3d57ed00508ca","2023-04-15T13:57:36.766612896Z","15","40","0","13",46.8328,8.18118,"57","4","95415.2","6","10","4.1062","23"
"22","eui-70b3d57ed00508ca","2023-04-15T13:37:09.779523388Z","15","10","0","13",46.83346,8.18275,"37","4","95385.6","1","9.4","4.0912","23"
"23","eui-70b3d57ed00508ca","2023-04-15T13:26:52.769711772Z","15","10","0","13",46.83352,8.18278,"26","4","95376","10","11.4","4.155","23"
"24","eui-70b3d57ed00508ca","2023-04-15T13:05:56.755559501Z","15","10","0","13",46.83346,8.18231,"5","4","95345.1","10","9.8","4.1462","23"
"25","eui-70b3d57ed00508ca","2023-04-15T12:45:41.760757973Z","15","10","0","12",46.83372,8.18348,"45","4","95312.5","8","11.4","4.1362","23"
"26","eui-70b3d57ed00508ca","2023-04-15T12:25:08.753548086Z","15","10","0","12",46.83361,8.18317,"25","4","95268.1","1","9.6","4.1087","23"
"27","eui-70b3d57ed00508ca","2023-04-15T12:14:56.738466694Z","15","10","0","12",46.83338,8.18276,"14","4","95252","11","12","4.17","23"
"28","eui-70b3d57ed00508ca","2023-04-15T12:03:28.752103627Z","15","10","0","12",46.83358,8.18204,"3","4","95231.6","5","11.2","4.1875","23"
"29","eui-70b3d57ed00508ca","2023-04-15T11:52:59.738722353Z","15","10","0","11",46.83336,8.18211,"52","4","95207.8","11","11","4.21","23"
"30","eui-70b3d57ed00508ca","2023-04-15T11:42:37.728992977Z","15","10","0","11",46.83358,8.1828,"42","4","95193.1","7","10.6","4.1937","23"
"31","eui-70b3d57ed00508ca","2023-04-15T11:32:12.728598357Z","15","10","0","11",46.83327,8.1823,"32","4","95188","2","10.2","4.2087","23"
"32","eui-70b3d57ed00508ca","2023-04-15T11:11:51.735641780Z","15","10","0","11",46.83375,8.18307,"11","4","95166.8","9","9.4","4.1487","23"
"33","eui-70b3d57ed005bd07","2023-04-15T11:05:12.380277027Z","15","20","0","11",46.83347,8.18291,"5","4","95163","2","26.2","3.8875","23"
"34","eui-70b3d57ed00508ca","2023-04-15T11:01:33.727219295Z","15","10","0","11",46.83362,8.18306,"1","4","95157.9","6","10","4.165","23"
"35","eui-70b3d57ed00508ca","2023-04-15T10:41:05.728882208Z","15","10","0","10",46.83353,8.18256,"41","4","95154.8","0","8.8","4.1237","23"
"36","eui-70b3d57ed00508ca","2023-04-15T10:20:43.704520829Z","15","10","0","10",46.83358,8.18229,"20","4","95141.9","8","9","4.1087","23"
"37","eui-70b3d57ed00508ca","2023-04-15T10:00:17.697542745Z","15","10","0","10",46.83491,8.18315,"0","4","95127.7","3","9.2","4.1062","23"
"38","eui-70b3d57ed00508ca","2023-04-15T09:39:50.687996998Z","15","20","0","9",46.8338,8.18223,"39","4","95113.2","9","9.6","4.0937","23"
"39","eui-70b3d57ed00508ca","2023-04-15T09:19:23.668970706Z","15","10","0","9",46.83435,8.18048,"19","4","95098.2","4","10","4.0962","23"
"40","eui-70b3d57ed005bd07","2023-04-15T09:11:11.907383086Z","15","10","0","9",46.83355,8.18289,"11","4","95097.5","2","24","3.6575","23"
"41","eui-70b3d57ed00508ca","2023-04-15T08:58:54.679107851Z","15","10","0","8",46.83379,8.1824,"58","4","95091.7","10","11","4.1062","23"
"42","eui-70b3d57ed005bc75","2023-04-15T08:57:17.470165462Z","0","0","0","0",0,0,"0","0","95098.8","0","20.2","3.5887","0"
"43","eui-70b3d57ed00508ca","2023-04-15T08:38:12.673358593Z","15","10","0","8",46.83353,8.18277,"38","4","95095.5","2","9.8","4.0875","23"
"44","eui-70b3d57ed00508ca","2023-04-15T08:17:32.648238349Z","15","20","0","8",46.83378,8.18291,"17","4","95091.9","6","9.4","4.0737","23"
"45","eui-70b3d57ed00508ca","2023-04-15T07:57:03.651669247Z","15","20","0","7",46.8333,8.18276,"57","4","95089.1","0","9.4","4.0712","23"
"46","eui-70b3d57ed00508ca","2023-04-15T06:56:31.616086417Z","15","10","0","6",46.8335,8.18354,"56","4","95100.1","6","8","4.005","23"
"47","eui-70b3d57ed00508ca","2023-04-15T05:56:06.615693834Z","15","20","0","5",46.83312,8.18183,"56","4","95082.1","1","7.2","3.9837","23"
