"","id","message_time","day","hdop","historical","hour","latitude","longitude","minute","month","pressure","second","temperature","volts","year"
"1","eui-70b3d57ed00508ca","2023-03-31T20:33:28.476934873Z","31","10","0","20",46.83336,8.18284,"33","3","0","5","40.2","3.785","23"
"2","eui-70b3d57ed00508ca","2023-03-31T19:33:05.491410961Z","31","10","0","19",46.8334,8.18245,"33","3","0","0","40.2","3.7837","23"
"3","eui-70b3d57ed00508ca","2023-03-31T18:32:54.382927683Z","31","0","0","18",46.83342,8.18266,"32","3","0","10","40.2","3.7862","23"
"4","eui-70b3d57ed00508ca","2023-03-31T17:28:45.326650934Z","31","0","0","17",46.8335,8.18262,"28","3","0","8","40.2","3.8012","23"
"5","eui-70b3d57ed00508ca","2023-03-31T16:24:36.267537066Z","31","10","0","16",46.83352,8.18242,"24","3","0","6","40.2","3.8025","23"
"6","eui-70b3d57ed00508ca","2023-03-31T15:24:16.226004214Z","31","10","0","15",46.83353,8.18238,"24","3","0","2","40.2","3.81","23"
"7","eui-70b3d57ed00508ca","2023-03-31T14:24:03.230523462Z","31","10","0","14",46.8334,8.1826,"24","3","0","0","40.2","3.8187","23"
"8","eui-70b3d57ed00508ca","2023-03-31T13:23:28.154381094Z","31","10","0","13",46.83332,8.18299,"23","3","0","5","40.2","3.795","23"
"9","eui-70b3d57ed00508ca","2023-03-31T12:23:01.136697183Z","31","10","0","12",46.83344,8.18261,"22","3","0","11","40.2","3.7937","23"
"10","eui-70b3d57ed00508ca","2023-03-31T11:22:47.107179162Z","31","10","0","11",46.83344,8.18257,"22","3","0","8","40.2","3.795","23"
"11","eui-70b3d57ed00508ca","2023-03-31T10:22:33.069045398Z","31","10","0","10",46.83361,8.1829,"22","3","0","6","40.2","3.8012","23"
"12","eui-70b3d57ed00508ca","2023-03-31T09:21:57.042656459Z","31","10","0","9",46.8333,8.18262,"21","3","0","10","40.2","3.7875","23"
"13","eui-70b3d57ed00508ca","2023-03-31T08:21:36.008316596Z","31","10","0","8",46.83395,8.18292,"21","3","0","6","40.2","3.7837","23"
"14","eui-70b3d57ed00508ca","2023-03-31T07:21:04.001250265Z","31","10","0","7",46.83314,8.18132,"21","3","0","0","40.2","3.78","23"
"15","eui-70b3d57ed00508ca","2023-03-31T06:20:47.974784733Z","31","20","0","6",46.83357,8.18257,"20","3","0","9","40.2","3.7812","23"
"16","eui-70b3d57ed00508ca","2023-03-31T05:20:12.953408960Z","31","10","0","5",46.83353,8.1828,"20","3","0","2","40.2","3.7812","23"
"17","eui-70b3d57ed00508ca","2023-03-31T04:19:21.909701934Z","31","20","0","4",46.83356,8.18185,"19","3","0","3","40.2","3.7812","23"
"18","eui-70b3d57ed00508ca","2023-03-31T03:18:42.875952014Z","31","10","0","3",46.83364,8.18246,"18","3","0","8","40.2","3.78","23"
"19","eui-70b3d57ed00508ca","2023-03-31T02:18:12.824479755Z","31","10","0","2",46.83373,8.18362,"18","3","0","2","40.2","3.7837","23"
"20","eui-70b3d57ed00508ca","2023-03-31T01:17:42.803096242Z","31","10","0","1",46.83364,8.18286,"17","3","0","8","40.2","3.7837","23"
"21","eui-70b3d57ed00508ca","2023-03-31T00:17:12.773602535Z","31","10","0","0",46.8335,8.18271,"17","3","0","2","40.2","3.785","23"
"22","eui-70b3d57ed00508ca","2023-03-30T23:16:42.692070999Z","30","10","0","23",46.83352,8.18292,"16","3","0","8","40.2","3.785","23"
"23","eui-70b3d57ed00508ca","2023-03-30T22:16:12.653505387Z","30","10","0","22",46.83375,8.18304,"16","3","0","2","40.2","3.7837","23"
"24","eui-70b3d57ed00508ca","2023-03-30T21:15:45.625372079Z","30","10","0","21",46.83336,8.18304,"15","3","0","8","40.2","3.7837","23"
"25","eui-70b3d57ed00508ca","2023-03-30T20:15:09.580971716Z","30","10","0","20",46.83317,8.1825,"15","3","0","1","40.2","3.7837","23"
"26","eui-70b3d57ed00508ca","2023-03-30T19:13:50.541202850Z","30","10","0","19",46.83375,8.18305,"13","3","0","9","40.2","3.785","23"
"27","eui-70b3d57ed00508ca","2023-03-30T18:13:12.589021502Z","30","10","0","18",46.83342,8.18265,"13","3","0","2","40.2","3.7862","23"
"28","eui-70b3d57ed00508ca","2023-03-30T17:12:42.508828115Z","30","10","0","17",46.83357,8.1831,"12","3","0","8","40.2","3.7875","23"
"29","eui-70b3d57ed00508ca","2023-03-30T16:12:13.480995271Z","30","10","0","16",46.83327,8.18254,"12","3","0","2","40.2","3.7887","23"
"30","eui-70b3d57ed00508ca","2023-03-30T15:11:51.468118681Z","30","0","0","15",46.83345,8.18275,"11","3","0","9","40.2","3.8037","23"
"31","eui-70b3d57ed00508ca","2023-03-30T14:07:42.453212870Z","30","10","0","14",46.83318,8.18246,"7","3","0","8","40.2","3.8025","23"
"32","eui-70b3d57ed00508ca","2023-03-30T13:06:53.446468716Z","30","20","0","13",46.83342,8.18284,"6","3","0","10","40.2","3.7987","23"
"33","eui-70b3d57ed00508ca","2023-03-30T12:06:17.421638944Z","30","10","0","12",46.83344,8.18296,"6","3","0","3","40.2","3.8037","23"
