"","id","message_time","day","hdop","historical","hour","latitude","longitude","minute","month","pressure","second","temperature","volts","year"
"1","eui-70b3d57ed005cc97","2023-04-27T18:06:09.309640020Z","0","0","0","0",0,0,"0","0","95936.5","0","25","4.06","0"
"2","eui-70b3d57ed005cc96","2023-04-27T16:35:10.982703272Z","0","0","0","0",0,0,"0","0","95874.4","0","31","4.0875","0"
"3","eui-70b3d57ed005cc97","2023-04-27T16:02:59.332161627Z","0","0","0","0",0,0,"0","0","95904.8","0","33.4","4.1175","0"
"4","eui-70b3d57ed005cc96","2023-04-27T16:02:01.996774817Z","0","0","0","0",0,0,"0","0","95904.9","0","33","4.1862","0"
"5","eui-70b3d57ed005cc97","2023-04-27T15:29:50.287683598Z","0","0","0","0",0,0,"0","0","95928.7","0","34","4.1862","0"
"6","eui-70b3d57ed005cc96","2023-04-27T15:28:53.063499795Z","0","0","0","0",0,0,"0","0","95929.3","0","32.8","4.275","0"
"7","eui-70b3d57ed005cc97","2023-04-27T14:56:40.293961131Z","0","0","0","0",0,0,"0","0","95919","0","36.4","4.2775","0"
"8","eui-70b3d57ed005cc96","2023-04-27T14:55:43.984736885Z","0","0","0","0",0,0,"0","0","95915.2","0","35","4.3649","0"
"9","eui-70b3d57ed005cc97","2023-04-27T14:23:30.292959365Z","0","0","0","0",0,0,"0","0","95910.3","0","35.2","4.335","0"
"10","eui-70b3d57ed005cc96","2023-04-27T14:22:34.978817218Z","0","0","0","0",0,0,"0","0","95907.6","0","35.2","4.3649","0"
"11","eui-70b3d57ed005cc97","2023-04-27T13:50:20.302249635Z","0","0","0","0",0,0,"0","0","95909","0","51","4.37","0"
"12","eui-70b3d57ed005cc96","2023-04-27T13:49:26.017051111Z","0","0","0","0",0,0,"0","0","95910.8","0","51","4.3787","0"
"13","eui-70b3d57ed005cc96","2023-04-27T13:16:16.934929312Z","0","0","0","0",0,0,"0","0","95911.9","0","51","4.3712","0"
"14","eui-70b3d57ed005cc96","2023-04-27T12:43:07.953660031Z","0","0","0","0",0,0,"0","0","95932.3","0","43.8","4.3649","0"
"15","eui-70b3d57ed005cc96","2023-04-27T12:09:58.899128841Z","0","0","0","0",0,0,"0","0","95935.6","0","47.6","4.3662","0"
"16","eui-70b3d57ed005cc96","2023-04-27T11:36:49.887158721Z","0","0","0","0",0,0,"0","0","95960.4","0","46.8","4.3662","0"
"17","eui-70b3d57ed005cc96","2023-04-27T11:03:40.877157852Z","0","0","0","0",0,0,"0","0","95989","0","44.4","4.3637","0"
"18","eui-70b3d57ed005cc96","2023-04-27T10:30:31.871276557Z","0","0","0","0",0,0,"0","0","96009.6","0","37.2","4.3625","0"
"19","eui-70b3d57ed005cc97","2023-04-27T07:47:11.232875149Z","0","0","0","0",0,0,"0","0","96108.4","0","18.8","3.8737","0"
"20","eui-70b3d57ed005cc96","2023-04-27T04:27:22.673356043Z","0","0","0","0",0,0,"0","0","96095.3","0","8","3.93","0"
"21","eui-70b3d57ed005cc97","2023-04-27T01:44:01.943765963Z","0","0","0","0",0,0,"0","0","96042.3","0","15","3.9312","0"
"22","eui-70b3d57ed005cc96","2023-04-26T22:24:13.443074141Z","0","0","0","0",0,0,"0","0","96034","0","13.4","4","0"
"23","eui-70b3d57ed005cc97","2023-04-26T19:40:52.781261732Z","0","0","0","0",0,0,"0","0","95972.3","0","18.8","3.9962","0"
"24","eui-70b3d57ed005cc97","2023-04-26T17:37:43.743913174Z","0","0","0","0",0,0,"0","0","95858.8","0","21","4.0812","0"
"25","eui-70b3d57ed005cc96","2023-04-26T16:21:04.370604545Z","0","0","0","0",0,0,"0","0","95805.4","0","21.4","4.0212","0"
"26","eui-70b3d57ed005cc96","2023-04-26T15:47:55.372418534Z","0","0","0","0",0,0,"0","0","95797.9","0","24","4.155","0"
"27","eui-70b3d57ed005cc97","2023-04-26T15:34:34.734381851Z","0","0","0","0",0,0,"0","0","95792.9","0","24.2","4.1462","0"
"28","eui-70b3d57ed005cc96","2023-04-26T15:14:46.366008309Z","0","0","0","0",0,0,"0","0","95778.7","0","26.8","4.3137","0"
"29","eui-70b3d57ed005cc97","2023-04-26T15:01:25.737841508Z","0","0","0","0",0,0,"0","0","95779","0","28.8","4.2287","0"
"30","eui-70b3d57ed005cc96","2023-04-26T14:41:37.465392306Z","0","0","0","0",0,0,"0","0","95788.3","0","29.6","4.375","0"
"31","eui-70b3d57ed005cc97","2023-04-26T14:28:16.739150564Z","0","0","0","0",0,0,"0","0","95793.7","0","30.2","4.3075","0"
"32","eui-70b3d57ed005cc96","2023-04-26T14:08:28.367835533Z","0","0","0","0",0,0,"0","0","95785","0","31.4","4.3625","0"
"33","eui-70b3d57ed005cc97","2023-04-26T13:55:07.747628951Z","0","0","0","0",0,0,"0","0","95798.1","0","34.2","4.3662","0"
"34","eui-70b3d57ed005cc96","2023-04-26T13:35:19.384871782Z","0","0","0","0",0,0,"0","0","95805.6","0","27.4","4.3625","0"
"35","eui-70b3d57ed005cc96","2023-04-26T13:02:10.376970377Z","0","0","0","0",0,0,"0","0","95794.1","0","32.4","4.3649","0"
"36","eui-70b3d57ed005cc96","2023-04-26T12:29:01.383639769Z","0","0","0","0",0,0,"0","0","95788.1","0","42.8","4.3637","0"
