"","id","message_time","day","hdop","historical","hour","latitude","longitude","minute","month","pressure","second","temperature","volts","year"
"1","eui-70b3d57ed00508ca","2023-04-04T13:33:20.681555373Z","4","40","0","13",46.83334,8.18131,"33","4","96260.1","3","24","4.8687","23"
"2","eui-70b3d57ed00508ca","2023-04-04T10:32:29.759108967Z","4","20","0","10",46.83438,8.18296,"32","4","96301.2","5","22","4.0037","23"
"3","eui-70b3d57ed00508ca","2023-04-04T07:31:54.723438525Z","4","20","0","7",46.83375,8.18246,"31","4","96291.6","10","5","3.9487","23"
"4","eui-70b3d57ed00508ca","2023-04-04T04:31:24.572651069Z","4","20","0","4",46.83406,8.18344,"31","4","96199.1","4","6.8","3.95","23"
"5","eui-70b3d57ed00508ca","2023-04-04T01:30:33.525301030Z","4","20","0","1",46.8329,8.18096,"30","4","96191.1","6","11.2","3.96","23"
"6","eui-70b3d57ed00508ca","2023-04-03T22:29:03.344728930Z","3","10","0","22",46.83364,8.18347,"29","4","96241.1","0","8.6","3.965","23"
"7","eui-70b3d57ed00508ca","2023-04-03T19:28:12.255293693Z","3","10","0","19",46.83344,8.18241,"28","4","96314.3","1","10.2","3.9725","23"
"8","eui-70b3d57ed00508ca","2023-04-03T16:27:10.166169384Z","3","30","0","16",46.8338,8.18257,"27","4","96306","1","15.8","3.995","23"
"9","eui-70b3d57ed00508ca","2023-04-03T13:24:27.118545424Z","3","40","0","13",46.83319,8.18277,"24","4","96390.4","4","10.4","3.99","23"
