"","id","message_time","day","hdop","hdop2","historical","hour","latitude","longitude","minute","month","second","siv","fix_time","year"
"190","eui-70b3d57ed005bd07","2023-05-04T13:15:16.120058532Z","4","39","5.51","0","13",46.83329,8.18228,"15","5","2","4","24","23"
"191","eui-70b3d57ed005bd07","2023-05-04T13:14:36.554107225Z","4","112","1.12","0","13",46.83352,8.18297,"14","5","7","9","48","23"
"192","eui-70b3d57ed005bd07","2023-05-04T13:13:32.970781613Z","4","124","1.24","0","13",46.83353,8.18287,"13","5","6","8","34","23"
"193","eui-70b3d57ed005bd07","2023-05-04T13:12:43.388205730Z","4","125","1.25","0","13",46.83364,8.18313,"12","5","8","7","18","23"
"194","eui-70b3d57ed005bd07","2023-05-04T13:12:09.814201712Z","4","145","1.45","0","13",46.83346,8.18284,"12","5","1","6","21","23"
"195","eui-70b3d57ed005bd07","2023-05-04T13:11:33.247384660Z","4","146","1.46","0","13",46.83352,8.18297,"11","5","6","6","23","23"
"196","eui-70b3d57ed005bd07","2023-05-04T13:10:54.670932729Z","4","160","1.6","0","13",46.83362,8.18318,"10","5","10","4","21","23"
"197","eui-70b3d57ed005bd07","2023-05-04T13:10:18.086081680Z","4","161","1.61","0","13",46.83336,8.18301,"10","5","3","4","20","23"
"198","eui-70b3d57ed005bd07","2023-05-04T13:09:42.516138577Z","4","117","1.17","0","13",46.83346,8.18294,"9","5","8","9","45","23"
"199","eui-70b3d57ed005bd07","2023-05-04T13:08:41.932661007Z","4","112","1.12","0","13",46.83355,8.18285,"8","5","8","10","59","23"
"200","eui-70b3d57ed005bd07","2023-05-04T13:07:27.362705626Z","4","142","1.42","0","13",46.83356,8.18292,"7","5","5","7","57","23"
"201","eui-70b3d57ed005bd07","2023-05-04T13:06:14.781895551Z","4","140","1.4","0","13",46.83352,8.18286,"6","5","2","7","46","23"
"202","eui-70b3d57ed005bd07","2023-05-04T13:05:13.204565928Z","4","53","3.09","0","13",46.83354,8.1832,"5","5","2","5","16","23"
"203","eui-70b3d57ed005bd07","2023-05-04T13:04:41.621290186Z","4","183","1.83","0","13",46.83352,8.18284,"4","5","8","7","25","23"
"204","eui-70b3d57ed005bd07","2023-05-04T13:04:01.054735305Z","4","41","2.97","0","13",46.83344,8.18291,"3","5","11","3","21","23"
"205","eui-70b3d57ed005bd07","2023-05-04T13:03:24.475074897Z","4","119","1.19","0","13",46.83354,8.18288,"3","5","4","9","57","23"
"206","eui-70b3d57ed005bd07","2023-05-04T13:02:11.905687934Z","4","191","1.91","0","13",46.83405,8.18414,"2","5","2","8","40","23"
"207","eui-70b3d57ed005bd07","2023-05-04T13:01:16.336651999Z","4","134","1.34","0","13",46.83345,8.18298,"1","5","2","7","19","23"
"208","eui-70b3d57ed005bd07","2023-05-04T13:00:41.751934429Z","4","126","1.26","0","13",46.83353,8.18285,"0","5","8","8","33","23"
"209","eui-70b3d57ed005bd07","2023-05-04T12:59:53.179074614Z","4","170","1.7","0","12",46.83345,8.18288,"59","5","10","5","20","23"
"210","eui-70b3d57ed005bd07","2023-05-04T12:59:17.588035226Z","4","171","1.71","0","12",46.83358,8.18302,"59","5","3","5","17","23"
"211","eui-70b3d57ed005bd07","2023-05-04T12:58:45.017426037Z","4","98","3.54","0","12",46.83344,8.18262,"58","5","8","5","17","23"
"212","eui-70b3d57ed005bd07","2023-05-04T12:58:12.455836839Z","4","125","1.25","0","12",46.83354,8.18302,"58","5","2","9","45","23"
"213","eui-70b3d57ed005bd07","2023-05-04T12:57:11.878981594Z","4","123","1.23","0","12",46.83352,8.18293,"57","5","2","9","44","23"
"214","eui-70b3d57ed005bd07","2023-05-04T12:56:12.303452156Z","4","137","1.37","0","12",46.83344,8.1829,"56","5","2","7","15","23"
"215","eui-70b3d57ed005bd07","2023-05-04T12:55:41.717504532Z","4","142","1.42","0","12",46.83345,8.18306,"55","5","8","6","15","23"
"216","eui-70b3d57ed005bd07","2023-05-04T12:55:11.140991143Z","4","177","1.77","0","12",46.83347,8.18296,"55","5","1","5","17","23"
"217","eui-70b3d57ed005bd07","2023-05-04T12:54:38.571941898Z","4","228","4.84","0","12",46.83336,8.18302,"54","5","7","4","17","23"
"218","eui-70b3d57ed005bd07","2023-05-04T12:54:05.988376612Z","4","179","1.79","0","12",46.83361,8.18303,"54","5","0","5","17","23"
"219","eui-70b3d57ed005bd07","2023-05-04T12:53:33.421523446Z","4","130","1.3","0","12",46.83354,8.18302,"53","5","6","9","72","23"
"220","eui-70b3d57ed005bd07","2023-05-04T12:52:05.831284315Z","4","135","1.35","0","12",46.83356,8.18302,"52","5","0","8","38","23"
"221","eui-70b3d57ed005bd07","2023-05-04T12:51:12.262787736Z","4","137","1.37","0","12",46.83352,8.18296,"51","5","2","8","45","23"
"222","eui-70b3d57ed005bd07","2023-05-04T12:50:11.684109303Z","4","180","1.8","0","12",46.83357,8.18293,"50","5","2","6","33","23"
"223","eui-70b3d57ed005bd07","2023-05-04T12:49:23.109362228Z","4","189","1.89","0","12",46.8335,8.18295,"49","5","4","5","19","23"
"224","eui-70b3d57ed005bd07","2023-05-04T12:48:48.530591261Z","4","180","1.8","0","12",46.83332,8.18279,"48","5","9","6","18","23"
"225","eui-70b3d57ed005bd07","2023-05-04T12:48:14.968121272Z","4","102","3.58","0","12",46.83328,8.18246,"48","5","2","5","17","23"
"226","eui-70b3d57ed005bd07","2023-05-04T12:47:42.382993802Z","4","155","1.55","0","12",46.83351,8.18298,"47","5","8","9","43","23"
"227","eui-70b3d57ed005bd07","2023-05-04T12:46:43.812161382Z","4","138","1.38","0","12",46.83349,8.1829,"46","5","8","8","44","23"
"228","eui-70b3d57ed005bd07","2023-05-04T12:45:44.228822343Z","4","185","1.85","0","12",46.83364,8.18291,"45","5","8","7","47","23"
"229","eui-70b3d57ed005bd07","2023-05-04T12:44:41.658717704Z","4","103","3.59","0","12",46.83308,8.1816,"44","5","8","6","39","23"
"230","eui-70b3d57ed005bd07","2023-05-04T12:43:47.094167607Z","4","29","2.85","0","12",46.83354,8.18279,"43","5","9","5","21","23"
"231","eui-70b3d57ed005bd07","2023-05-04T12:43:10.500220010Z","4","197","1.97","0","12",46.83363,8.18294,"43","5","1","6","14","23"
"232","eui-70b3d57ed005bd07","2023-05-04T12:42:40.921988353Z","4","210","2.1","0","12",46.83351,8.18286,"42","5","7","5","13","23"
"233","eui-70b3d57ed005bd07","2023-05-04T12:42:12.348284661Z","4","170","1.7","0","12",46.83356,8.1829,"42","5","2","9","75","23"
"234","eui-70b3d57ed005bd07","2023-05-04T12:40:41.784171244Z","4","174","1.74","0","12",46.83359,8.18297,"40","5","8","9","44","23"
"235","eui-70b3d57ed005bd07","2023-05-04T12:39:42.189198103Z","4","22","2.78","0","12",46.83364,8.18306,"39","5","8","7","39","23"
"236","eui-70b3d57ed005bd07","2023-05-04T12:38:47.630863003Z","4","211","2.11","0","12",46.83351,8.18288,"38","5","9","6","20","23"
"237","eui-70b3d57ed005bd07","2023-05-04T12:38:12.043971312Z","4","245","2.45","0","12",46.83349,8.18278,"38","5","2","6","15","23"
"238","eui-70b3d57ed005bd07","2023-05-04T12:37:41.469541140Z","4","230","2.3","0","12",46.83343,8.18261,"37","5","8","4","15","23"
"239","eui-70b3d57ed005bd07","2023-05-04T12:37:10.893938593Z","4","227","2.27","0","12",46.83362,8.18277,"37","5","1","5","13","23"
"240","eui-70b3d57ed005bd07","2023-05-04T12:36:42.314095537Z","4","134","1.34","0","12",46.83349,8.18285,"36","5","8","10","75","23"
"241","eui-70b3d57ed005bd07","2023-05-04T12:35:11.738713821Z","4","150","1.5","0","12",46.83347,8.18272,"35","5","2","9","44","23"
"242","eui-70b3d57ed005bd07","2023-05-04T12:34:12.186359976Z","4","154","1.54","0","12",46.83353,8.18286,"34","5","2","9","37","23"
"243","eui-70b3d57ed005bd07","2023-05-04T12:33:19.599476437Z","4","233","2.33","0","12",46.83354,8.18291,"33","5","3","6","17","23"
"244","eui-70b3d57ed005bd07","2023-05-04T12:32:47.006039134Z","4","246","2.46","0","12",46.83351,8.18298,"32","5","9","5","18","23"
"245","eui-70b3d57ed005bd07","2023-05-04T12:32:13.433402118Z","4","254","2.54","0","12",46.83394,8.18382,"32","5","2","8","17","23"
"246","eui-70b3d57ed005bd07","2023-05-04T12:31:40.852214489Z","4","96","3.52","0","12",46.83374,8.18326,"31","5","7","5","22","23"
"247","eui-70b3d57ed005bd07","2023-05-04T12:31:03.300455784Z","4","161","1.61","0","12",46.83358,8.18293,"31","5","0","9","216","23"
"248","eui-70b3d57ed005bd07","2023-05-04T12:27:11.704840146Z","4","169","1.69","0","12",46.83376,8.18318,"27","5","2","8","164","23"
"249","eui-70b3d57ed005bd07","2023-05-04T12:24:12.131606967Z","4","24","2.8","0","12",46.83374,8.18312,"24","5","2","7","44","23"
"250","eui-70b3d57ed005bd07","2023-05-04T12:23:12.552603255Z","4","184","9.52","0","12",46.83247,8.18225,"23","5","2","7","19","23"
"251","eui-70b3d57ed005bd07","2023-05-04T12:22:37.970455671Z","4","35","2.91","0","12",46.83282,8.18253,"22","5","7","6","16","23"
"252","eui-70b3d57ed005bd07","2023-05-04T12:22:06.408214385Z","4","38","2.94","0","12",46.83322,8.18278,"22","5","0","6","16","23"
"253","eui-70b3d57ed005bd07","2023-05-04T12:21:34.815394390Z","4","41","2.97","0","12",46.83352,8.18306,"21","5","6","6","16","23"
"254","eui-70b3d57ed005bd07","2023-05-04T12:21:03.240051639Z","4","179","1.79","0","12",46.83341,8.18288,"21","5","0","9","186","23"
"255","eui-70b3d57ed005bd07","2023-05-04T12:17:41.670034743Z","4","191","1.91","0","12",46.83351,8.18307,"17","5","8","8","224","23"
"256","eui-70b3d57ed005bd07","2023-05-04T12:13:42.084459415Z","4","203","2.03","0","12",46.83382,8.18331,"13","5","8","7","104","23"
"257","eui-70b3d57ed005bd07","2023-05-04T12:11:42.511428541Z","4","94","3.5","0","12",46.8336,8.18311,"11","5","8","6","16","23"
"258","eui-70b3d57ed005bd07","2023-05-04T12:11:10.941727836Z","4","123","3.79","0","12",46.83326,8.18286,"11","5","1","5","20","23"
"259","eui-70b3d57ed005bd07","2023-05-04T12:10:35.354181286Z","4","126","3.82","0","12",46.8337,8.18326,"10","5","6","5","15","23"
"260","eui-70b3d57ed005bd07","2023-05-04T12:10:04.787070541Z","4","129","3.85","0","12",46.83386,8.18337,"10","5","0","5","16","23"
"261","eui-70b3d57ed005bd07","2023-05-04T12:09:33.201974517Z","4","141","1.41","0","12",46.83359,8.18305,"9","5","6","9","246","23"
"262","eui-70b3d57ed005bd07","2023-05-04T12:05:11.626790230Z","4","150","1.5","0","12",46.83356,8.18304,"5","5","2","8","44","23"
"263","eui-70b3d57ed005bd07","2023-05-04T12:04:12.071677996Z","4","158","1.58","0","12",46.83353,8.1829,"4","5","2","7","43","23"
"264","eui-70b3d57ed005bd07","2023-05-04T12:03:13.469471743Z","4","225","2.25","0","12",46.83366,8.18305,"3","5","2","6","16","23"
"265","eui-70b3d57ed005bd07","2023-05-04T12:02:41.902522399Z","4","225","2.25","0","12",46.8336,8.18297,"2","5","8","6","39","23"
"266","eui-70b3d57ed005bd07","2023-05-04T12:01:47.343762128Z","4","249","5.05","0","12",46.83341,8.1828,"1","5","9","4","18","23"
"267","eui-70b3d57ed005bd07","2023-05-04T12:01:13.749489590Z","4","252","2.52","0","12",46.83387,8.18316,"1","5","2","5","16","23"
"268","eui-70b3d57ed005bd07","2023-05-04T12:00:42.173846252Z","4","147","1.47","0","12",46.83362,8.18299,"0","5","8","9","225","23"
"269","eui-70b3d57ed005bd07","2023-05-04T11:56:41.585462251Z","4","199","1.99","0","11",46.83344,8.183,"56","5","8","8","44","23"
"270","eui-70b3d57ed005bd07","2023-05-04T11:55:42.014924832Z","4","198","1.98","0","11",46.83378,8.18324,"55","5","8","8","44","23"
"271","eui-70b3d57ed005bd07","2023-05-04T11:54:42.447013Z","4","196","1.96","0","11",46.83364,8.18311,"54","5","8","8","44","23"
"272","eui-70b3d57ed005bd07","2023-05-04T11:53:42.855701988Z","4","14","2.7","0","11",46.83342,8.18298,"53","5","8","5","15","23"
"273","eui-70b3d57ed005bd07","2023-05-04T11:53:12.293532187Z","4","240","2.4","0","11",46.83352,8.18305,"53","5","2","6","16","23"
"274","eui-70b3d57ed005bd07","2023-05-04T11:52:40.733755006Z","4","105","3.61","0","11",46.83354,8.18293,"52","5","7","5","13","23"
"275","eui-70b3d57ed005bd07","2023-05-04T11:52:12.131983322Z","4","137","1.37","0","11",46.83348,8.18285,"52","5","2","9","195","23"
"276","eui-70b3d57ed005bd07","2023-05-04T11:48:41.555221876Z","4","162","1.62","0","11",46.83342,8.183,"48","5","8","8","74","23"
"277","eui-70b3d57ed005bd07","2023-05-04T11:47:11.981233606Z","4","184","1.84","0","11",46.83357,8.18287,"47","5","2","7","53","23"
"278","eui-70b3d57ed005bd07","2023-05-04T11:46:03.415383523Z","4","205","2.05","0","11",46.83353,8.18291,"46","5","0","6","20","23"
"279","eui-70b3d57ed005bd07","2023-05-04T11:45:27.825150984Z","4","62","3.18","0","11",46.83344,8.18298,"45","5","5","5","19","23"
"280","eui-70b3d57ed005bd07","2023-05-04T11:44:53.246097547Z","4","248","2.48","0","11",46.83344,8.18298,"44","5","10","5","20","23"
"281","eui-70b3d57ed005bd07","2023-05-04T11:44:17.690215963Z","4","153","4.09","0","11",46.83382,8.1833,"44","5","3","4","20","23"
"282","eui-70b3d57ed005bd07","2023-05-04T11:43:42.090212261Z","4","129","1.29","0","11",46.83364,8.18185,"43","5","8","10","224","23"
"283","eui-70b3d57ed005bd07","2023-05-04T11:39:42.515821317Z","4","136","1.36","0","11",46.83342,8.18292,"39","5","8","8","135","23"
"284","eui-70b3d57ed005bd07","2023-05-04T11:37:11.941882210Z","4","136","1.36","0","11",46.83348,8.18271,"37","5","2","7","51","23"
"285","eui-70b3d57ed005bd07","2023-05-04T11:36:05.371312517Z","4","138","1.38","0","11",46.83366,8.18349,"36","5","0","6","38","23"
"286","eui-70b3d57ed005bd07","2023-05-04T11:35:11.791983137Z","4","236","2.36","0","11",46.83329,8.18258,"35","5","2","6","24","23"
"287","eui-70b3d57ed005bd07","2023-05-04T11:34:32.224078436Z","4","23","2.79","0","11",46.83301,8.1813,"34","5","6","4","42","23"
"288","eui-70b3d57ed005bd07","2023-05-04T11:33:34.643940541Z","4","136","3.92","0","11",46.8334,8.18338,"33","5","6","3","34","23"
"289","eui-70b3d57ed005bd07","2023-05-04T11:31:13.493715472Z","4","109","1.09","0","11",46.83375,8.18287,"31","5","2","10","23","23"
"290","eui-70b3d57ed005bd07","2023-05-04T11:30:34.923043598Z","4","135","1.35","0","11",46.8337,8.18268,"30","5","6","6","33","23"
"291","eui-70b3d57ed005bd07","2023-05-04T11:29:46.332602037Z","4","172","1.72","0","11",46.83366,8.18295,"29","5","8","4","14","23"
"292","eui-70b3d57ed005bd07","2023-05-04T11:29:16.783323064Z","4","142","1.42","0","11",46.83363,8.18307,"29","5","3","5","19","23"
"293","eui-70b3d57ed005bd07","2023-05-04T11:25:59.821935025Z","4","132","1.32","0","11",46.8338,8.18287,"25","5","11","7","26464","23"
"294","eui-70b3d57ed005bd07","2023-05-04T11:24:12.236509571Z","4","134","1.34","0","11",46.83372,8.18293,"24","5","2","8","6.464","23"
"295","eui-70b3d57ed005bd07","2023-05-04T11:22:44.658898701Z","4","162","1.62","0","11",46.83362,8.18271,"22","5","8","6","46","23"
"296","eui-70b3d57ed005bd07","2023-05-04T11:21:10.773501467Z","4","151","1.51","0","11",46.83342,8.18439,"21","5","1","8","9","23"
"297","eui-70b3d57ed005bd07","2023-05-04T11:20:46.178994030Z","4","146","1.46","0","11",46.83339,8.1848,"20","5","8","7","7","23"
"298","eui-70b3d57ed005bd07","2023-05-04T11:20:23.615666984Z","4","146","1.46","0","11",46.83375,8.18309,"20","5","4","7","5","23"
"299","eui-70b3d57ed005bd07","2023-05-04T11:20:03.035422389Z","4","175","1.75","0","11",46.83332,8.18493,"20","5","0","6","5","23"
"300","eui-70b3d57ed005bd07","2023-05-04T11:19:42.475214063Z","4","146","1.46","0","11",46.83354,8.18413,"19","5","8","7","5","23"
"301","eui-70b3d57ed005bd07","2023-05-04T11:19:21.886502207Z","4","145","1.45","0","11",46.8331,8.1854,"19","5","3","7","5","23"
"302","eui-70b3d57ed005bd07","2023-05-04T11:19:01.302089123Z","4","117","1.17","0","11",46.83376,8.18281,"18","5","11","9","25","23"
"303","eui-70b3d57ed005bd07","2023-05-04T11:18:20.732127359Z","4","105","1.05","0","11",46.83376,8.18268,"18","5","3","10","28","23"
"304","eui-70b3d57ed005bd07","2023-05-04T11:17:37.154286256Z","4","196","1.96","0","11",46.83352,8.18358,"17","5","6","7","5.001","23"
"305","eui-70b3d57ed005bd07","2023-05-04T11:17:16.579312693Z","4","177","1.77","0","11",46.83367,8.18337,"17","5","2","7","5","23"
"306","eui-70b3d57ed005bd07","2023-05-04T11:16:55.991174981Z","4","213","2.13","0","11",46.83355,8.18384,"16","5","10","6","5","23"
"307","eui-70b3d57ed005bd07","2023-05-04T11:16:35.427595020Z","4","197","1.97","0","11",46.83379,8.18311,"16","5","6","7","5","23"
"308","eui-70b3d57ed005bd07","2023-05-04T11:14:36.719880348Z","4","140","1.4","0","11",46.83372,8.18266,"14","5","5","9","0.033001","23"
"309","eui-70b3d57ed005bd07","2023-05-04T11:13:03.727868738Z","4","187","1.87","0","11",46.8337,8.18255,"12","5","11","8","20992","23"
"310","eui-70b3d57ed005bd07","2023-05-04T11:11:42.737816114Z","4","200","2","0","11",46.83369,8.18279,"11","5","7","7","7936","23"
"311","eui-70b3d57ed005bd07","2023-05-04T11:10:34.731711538Z","4","203","2.03","0","11",46.83383,8.18224,"10","5","6","7","7936","23"
"312","eui-70b3d57ed005bd07","2023-05-04T11:09:26.736638662Z","4","221","2.21","0","11",46.83385,8.18205,"9","5","4","6","4864","23"
"313","eui-70b3d57ed005bd07","2023-05-04T11:08:21.739092694Z","4","243","2.43","0","11",46.83374,8.18268,"8","5","3","6","4864","23"
"314","eui-70b3d57ed005bd07","2023-05-04T11:07:16.743899868Z","4","206","2.06","0","11",46.83371,8.18328,"7","5","2","7","3840","23"
"315","eui-70b3d57ed005bd07","2023-05-04T11:06:12.736303021Z","4","174","1.74","0","11",46.8337,8.18257,"6","5","2","9","33000","23"
"316","eui-70b3d57ed005bd07","2023-05-04T11:04:39.722179184Z","4","184","0","11","46.83373",8.18259,4,"5","471.04","7","8","29001","23"
"317","eui-70b3d57ed005bd07","2023-05-04T11:03:10.720220915Z","4","210","0","11","46.83363",8.18231,3,"5","537.6","1","7","6000","23"
"318","eui-70b3d57ed005bd07","2023-05-04T11:02:04.733632329Z","4","176","0","11","46.83375",8.18246,2,"5","4505.6","0","1.2","0.8","23"
"319","eui-70b3d57ed005bd07","2023-05-04T11:00:56.729728299Z","4","222","0","11","46.8338",8.1824,0,"5","5683.2","10","1.2","1.3","23"
"320","eui-70b3d57ed005bd07","2023-05-04T10:59:43.735860445Z","4","224","0","10","46.83395",8.18213,59,"5","5734.4","7","1","1","23"
"321","eui-70b3d57ed005bd07","2023-05-04T10:55:39.728553097Z","4","18","0","10","46.83375",8.18365,55,"5","460.8","7","1.2","0.7","23"
"322","eui-70b3d57ed005bd07","2023-05-04T10:54:32.737472136Z","4","17","0","10","46.83381",8.18274,54,"5","435.2","6","1.4","0.8","23"
"323","eui-70b3d57ed005bd07","2023-05-04T10:53:24.205242768Z","4","30","0","10","46.8344",8.18297,53,"5","768","4","1","1.1","23"
"324","eui-70b3d57ed005bd07","2023-05-04T10:52:02.735761340Z","4","20","0","10","46.83465",8.18327,52,"5","512","0","1.2","1.2","23"
"325","eui-70b3d57ed005bd07","2023-05-04T10:50:50.716275448Z","4","10","0","10","46.83384",8.18286,50,"5","256","9","1.4","0.9","23"
"326","eui-70b3d57ed005bd07","2023-05-04T10:49:41.920560613Z","4","20","0","10","46.83374",8.18314,49,"5","512","8","1.2","5.3464","23"
"327","eui-70b3d57ed005bd07","2023-05-04T10:35:35.724023193Z","4","10","0","10","46.83341",8.18279,35,"5","0","6","1.4","1.0464","23"
"328","eui-70b3d57ed005bd07","2023-05-04T10:33:19.721496274Z","4","20","0","10","46.83342",8.1829,33,"5","0","3","1.2","3.5","23"
"329","eui-70b3d57ed005bd07","2023-05-04T10:31:44.709856862Z","4","30","0","10","46.83398",8.18344,31,"5","0","8","1","1.5","23"
"330","eui-70b3d57ed005bd07","2023-05-04T10:30:29.727623615Z","4","30","0","10","46.83387",8.18319,30,"5","0","5","1","3.8","23"
"331","eui-70b3d57ed005bd07","2023-05-04T10:28:51.913887356Z","4","20","0","10","46.83342",8.18292,28,"5","0","10","1","1.5392","23"
"332","eui-70b3d57ed005bd07","2023-05-04T10:21:51.906079242Z","6","0","0","0","0",0,4,"1","0","7","0","0","80"
"333","eui-70b3d57ed005bd07","2023-05-04T10:20:51.897506969Z","6","0","0","0","0",0,4,"1","0","7","0","0","80"
"334","eui-70b3d57ed005bd07","2023-05-04T10:19:51.901475321Z","6","0","0","0","0",0,4,"1","0","7","0","0","80"
"335","eui-70b3d57ed005bd07","2023-05-04T10:18:51.920608061Z","6","0","0","0","0",0,4,"1","0","7","0","0","80"
"336","eui-70b3d57ed005bd07","2023-05-04T10:17:51.924872451Z","6","0","0","0","0",0,4,"1","0","7","0","0","80"
"337","eui-70b3d57ed005bd07","2023-05-04T10:16:51.896294813Z","6","0","0","0","0",0,4,"1","0","7","0","0","80"
"338","eui-70b3d57ed005bd07","2023-05-04T10:15:51.894085394Z","6","0","0","0","0",0,4,"1","0","7","0","0","80"
"339","eui-70b3d57ed005bd07","2023-05-04T10:14:51.905569480Z","6","0","0","0","0",0,4,"1","0","7","0","0","80"
"340","eui-70b3d57ed005bd07","2023-05-04T10:13:51.906245254Z","6","0","0","0","0",0,4,"1","0","7","0","0","80"
"341","eui-70b3d57ed005bd07","2023-05-04T10:12:51.897382829Z","6","0","0","0","0",0,4,"1","0","7","0","0","80"
"342","eui-70b3d57ed005bd07","2023-05-04T10:11:51.911141923Z","6","0","0","0","0",0,4,"1","0","7","0","0","80"
"343","eui-70b3d57ed005bd07","2023-05-04T10:10:51.903074276Z","6","0","0","0","0",0,4,"1","0","7","0","0","80"
"344","eui-70b3d57ed005bd07","2023-05-04T10:09:51.420738600Z","6","0","0","0","0",0,4,"1","0","7","0","0","80"
"345","eui-70b3d57ed005bd07","2023-05-04T09:04:16.374783357Z","0","0","0","0","0",0,0,"0","0","0","0","0","0"
"346","eui-70b3d57ed005bd07","2023-05-04T09:03:15.369046759Z","0","0","0","0","0",0,0,"0","0","0","0","0","0"
"347","eui-70b3d57ed005bd07","2023-05-04T09:02:14.383647070Z","0","0","0","0","0",0,0,"0","0","0","0","0","0"
"348","eui-70b3d57ed005bd07","2023-05-04T08:18:17.231917441Z","4","10","0","8","46.83352",8.18261,16,"5","0","7","0","0.1536","23"
"349","eui-70b3d57ed005bd07","2023-05-04T08:17:57.224658738Z","4","10","0","8","46.83352",8.18261,16,"5","0","7","0","0.1536","23"
"350","eui-70b3d57ed005bd07","2023-05-04T08:17:37.223067308Z","4","10","0","8","46.83352",8.18261,16,"5","0","7","0","0.1536","23"
"351","eui-70b3d57ed005bd07","2023-05-04T08:17:17.222700353Z","4","10","0","8","46.83352",8.18261,16,"5","0","7","0","0.1536","23"
"352","eui-70b3d57ed005bd07","2023-05-04T08:16:57.309844312Z","4","10","0","8","46.83352",8.18261,16,"5","0","7","0","0.1536","23"
"353","eui-70b3d57ed005bd07","2023-05-04T08:16:37.217327033Z","4","10","0","8","46.83352",8.18261,16,"5","0","7","0","0.1536","23"
