"","id","message_time","day","hdop","historical","hour","latitude","longitude","minute","month","pressure","second","temperature","volts","year"
"1","eui-70b3d57ed00508ca","2023-04-08T13:16:55.097108195Z","8","10","0","13",46.83438,8.1828,"16","4","96286","10","31.2","3.6025","23"
"2","eui-70b3d57ed00508ca","2023-04-08T12:46:31.129212418Z","8","10","0","12",46.8346,8.18621,"46","4","96297.4","5","37.6","4.2787","23"
"3","eui-70b3d57ed00508ca","2023-04-08T12:16:04.176946463Z","8","20","0","12",46.8336,8.18315,"16","4","96304.2","0","30.4","4.2375","23"
"4","eui-70b3d57ed00508ca","2023-04-08T11:45:42.455415993Z","8","10","0","11",46.83341,8.18286,"45","4","96314.8","8","33.2","4.2824","23"
"5","eui-70b3d57ed00508ca","2023-04-08T10:18:42.561903525Z","8","10","0","10",46.8336,8.18306,"18","4","96347.2","8","51","3.4837","23"
"6","eui-70b3d57ed00508ca","2023-04-08T10:02:21.554777152Z","8","10","0","10",46.83335,8.1818,"2","4","96350.9","3","47.2","4.6962","23"
"7","eui-70b3d57ed00508ca","2023-04-08T09:31:25.892139290Z","8","10","0","9",46.8333,8.18233,"31","4","96366.9","4","33.8","4.1912","23"
"8","eui-70b3d57ed00508ca","2023-04-08T04:56:04.317872970Z","8","10","0","4",46.83372,8.18297,"56","4","96293.4","0","3.2","4.2","23"
"9","eui-70b3d57ed00508ca","2023-04-08T01:55:33.441744391Z","8","20","0","1",46.83356,8.18287,"55","4","96244.8","6","7.2","4.2162","23"
"10","eui-70b3d57ed00508ca","2023-04-07T22:54:52.107317808Z","7","10","0","22",46.8334,8.18267,"54","4","96234.2","10","9.6","4.2375","23"
"11","eui-70b3d57ed00508ca","2023-04-07T19:54:13.041240559Z","7","10","0","19",46.8335,8.18195,"54","4","96185.9","2","10","4.2612","23"
"12","eui-70b3d57ed00508ca","2023-04-07T16:53:38.019735647Z","7","10","0","16",46.83366,8.18248,"53","4","96007.4","7","13.6","4.66","23"
"13","eui-70b3d57ed00508ca","2023-04-07T13:53:03.096680450Z","7","10","0","13",46.8335,8.1827,"53","4","95929.1","0","16.2","4.8112","23"
