"","id","message_time","day","hdop","historical","hour","latitude","longitude","minute","month","pressure","second","temperature","volts","year"
"1","eui-70b3d57ed00508ca","2023-04-01T19:49:45.415053272Z","1","20","0","19",46.83626,8.18177,"49","4","0","8","40.2","3.8025","23"
"2","eui-70b3d57ed00508ca","2023-04-01T18:49:06.377162110Z","1","10","0","18",46.8339,8.18254,"49","4","0","0","40.2","3.8025","23"
"3","eui-70b3d57ed00508ca","2023-04-01T17:48:51.311138732Z","1","10","0","17",46.83329,8.18172,"48","4","0","9","40.2","3.805","23"
"4","eui-70b3d57ed00508ca","2023-04-01T16:48:35.279498681Z","1","10","0","16",46.83316,8.18333,"48","4","0","6","40.2","3.805","23"
"5","eui-70b3d57ed00508ca","2023-04-01T15:48:22.264049788Z","1","0","0","15",46.8334,8.18252,"48","4","0","4","40.2","3.8412","23"
"6","eui-70b3d57ed00508ca","2023-04-01T14:44:13.269464560Z","1","10","0","14",46.83332,8.18297,"44","4","0","2","40.2","3.8312","23"
"7","eui-70b3d57ed00508ca","2023-04-01T13:43:48.246022625Z","1","10","0","13",46.83348,8.18252,"43","4","0","9","40.2","3.8062","23"
"8","eui-70b3d57ed00508ca","2023-04-01T12:43:27.256996932Z","1","10","0","12",46.83332,8.18251,"43","4","0","5","40.2","3.8025","23"
"9","eui-70b3d57ed00508ca","2023-04-01T11:42:42.225455441Z","1","10","0","11",46.83366,8.18269,"42","4","0","7","40.2","3.8075","23"
"10","eui-70b3d57ed00508ca","2023-04-01T10:42:17.212978395Z","1","10","0","10",46.83347,8.18326,"42","4","0","2","40.2","3.7837","23"
"11","eui-70b3d57ed00508ca","2023-04-01T09:42:04.174712426Z","1","10","0","9",46.83372,8.1828,"42","4","0","0","40.2","3.7812","23"
"12","eui-70b3d57ed00508ca","2023-04-01T08:41:42.110250935Z","1","10","0","8",46.83325,8.18326,"41","4","0","8","40.2","3.7812","23"
"13","eui-70b3d57ed00508ca","2023-04-01T07:41:05.071564850Z","1","10","0","7",46.83358,8.1827,"41","4","0","0","40.2","3.78","23"
"14","eui-70b3d57ed00508ca","2023-04-01T06:40:50.018574319Z","1","10","0","6",46.83347,8.18309,"40","4","0","9","40.2","3.78","23"
"15","eui-70b3d57ed00508ca","2023-04-01T05:40:37.968385580Z","1","10","0","5",46.83346,8.18278,"40","4","0","7","40.2","3.7762","23"
"16","eui-70b3d57ed00508ca","2023-04-01T04:40:11.904206668Z","1","10","0","4",46.83338,8.18231,"40","4","0","2","40.2","3.7775","23"
"17","eui-70b3d57ed00508ca","2023-04-01T03:39:50.878092785Z","1","10","0","3",46.83306,8.18241,"39","4","0","9","40.2","3.7762","23"
"18","eui-70b3d57ed00508ca","2023-04-01T02:39:33.808907277Z","1","10","0","2",46.83344,8.18282,"39","4","0","6","40.2","3.7787","23"
"19","eui-70b3d57ed00508ca","2023-04-01T01:38:36.748244784Z","1","10","0","1",46.83345,8.18307,"38","4","0","6","40.2","3.78","23"
"20","eui-70b3d57ed00508ca","2023-04-01T00:38:19.691110444Z","1","10","0","0",46.8329,8.1825,"38","4","0","3","40.2","3.78","23"
"21","eui-70b3d57ed00508ca","2023-03-31T23:38:01.627831782Z","31","10","0","23",46.83355,8.18305,"37","3","0","11","40.2","3.7812","23"
"22","eui-70b3d57ed00508ca","2023-03-31T22:37:49.584632833Z","31","20","0","22",46.83341,8.1827,"37","3","0","9","40.2","3.7775","23"
"23","eui-70b3d57ed00508ca","2023-03-31T21:37:37.529025401Z","31","0","0","21",46.83344,8.18269,"37","3","0","7","40.2","3.7837","23"
"24","eui-70b3d57ed00508ca","2023-03-31T20:33:28.476934873Z","31","10","0","20",46.83336,8.18284,"33","3","0","5","40.2","3.785","23"
"25","eui-70b3d57ed00508ca","2023-03-31T19:33:05.491410961Z","31","10","0","19",46.8334,8.18245,"33","3","0","0","40.2","3.7837","23"
"26","eui-70b3d57ed00508ca","2023-03-31T18:32:54.382927683Z","31","0","0","18",46.83342,8.18266,"32","3","0","10","40.2","3.7862","23"
"27","eui-70b3d57ed00508ca","2023-03-31T17:28:45.326650934Z","31","0","0","17",46.8335,8.18262,"28","3","0","8","40.2","3.8012","23"
"28","eui-70b3d57ed00508ca","2023-03-31T16:24:36.267537066Z","31","10","0","16",46.83352,8.18242,"24","3","0","6","40.2","3.8025","23"
"29","eui-70b3d57ed00508ca","2023-03-31T15:24:16.226004214Z","31","10","0","15",46.83353,8.18238,"24","3","0","2","40.2","3.81","23"
"30","eui-70b3d57ed00508ca","2023-03-31T14:24:03.230523462Z","31","10","0","14",46.8334,8.1826,"24","3","0","0","40.2","3.8187","23"
"31","eui-70b3d57ed00508ca","2023-03-31T13:23:28.154381094Z","31","10","0","13",46.83332,8.18299,"23","3","0","5","40.2","3.795","23"
"32","eui-70b3d57ed00508ca","2023-03-31T12:23:01.136697183Z","31","10","0","12",46.83344,8.18261,"22","3","0","11","40.2","3.7937","23"
