"","id","message_time","day","hdop","historical","hour","latitude","longitude","minute","month","pressure","second","temperature","volts","year"
"1","eui-70b3d57ed005cc96","2023-04-25T16:40:06.684357732Z","0","0","0","0",0,0,"0","0","95857.6","0","11.6","4.015","0"
"2","eui-70b3d57ed005cc96","2023-04-25T16:06:57.680884019Z","0","0","0","0",0,0,"0","0","95703.8","0","19.2","4.1837","0"
"3","eui-70b3d57ed005cc96","2023-04-25T15:33:48.691609191Z","0","0","0","0",0,0,"0","0","95702.2","0","26.4","4.36","0"
"4","eui-70b3d57ed005cc96","2023-04-25T15:00:39.693248530Z","0","0","0","0",0,0,"0","0","95721.4","0","32.6","4.3575","0"
"5","eui-70b3d57ed005cc96","2023-04-25T14:27:30.696359637Z","0","0","0","0",0,0,"0","0","95765.5","0","27.2","4.3425","0"
"6","eui-70b3d57ed005cc96","2023-04-25T13:54:21.759610299Z","0","0","0","0",0,0,"0","0","95780.2","0","15.8","4.3112","0"
"7","eui-70b3d57ed005cc97","2023-04-25T13:42:29.960379259Z","0","0","0","0",0,0,"0","0","95763.1","0","18","3.9287","0"
"8","eui-70b3d57ed005cc96","2023-04-25T13:21:12.678414165Z","0","0","0","0",0,0,"0","0","95742.1","0","18.2","4.3612","0"
"9","eui-70b3d57ed005cc97","2023-04-25T07:39:20.845333287Z","0","0","0","0",0,0,"0","0","95492.1","0","12.6","3.86","0"
"10","eui-70b3d57ed005cc96","2023-04-25T07:18:03.570255260Z","0","0","0","0",0,0,"0","0","95499.8","0","9","3.9387","0"
"11","eui-70b3d57ed005cc97","2023-04-25T01:36:11.673542660Z","0","0","0","0",0,0,"0","0","95461.6","0","13.4","3.9075","0"
"12","eui-70b3d57ed005cc96","2023-04-25T01:14:54.391019469Z","0","0","0","0",0,0,"0","0","95482.3","0","11.4","3.9175","0"
"13","eui-70b3d57ed005cc97","2023-04-24T19:33:02.543343143Z","0","0","0","0",0,0,"0","0","95611.7","0","17.4","3.9812","0"
"14","eui-70b3d57ed005cc96","2023-04-24T19:11:45.281825486Z","0","0","0","0",0,0,"0","0","95578.7","0","15.6","3.9612","0"
"15","eui-70b3d57ed005cc97","2023-04-24T17:29:53.496008192Z","0","0","0","0",0,0,"0","0","95488.4","0","20.8","4.065","0"
"16","eui-70b3d57ed005cc96","2023-04-24T17:08:35.266055483Z","0","0","0","0",0,0,"0","0","95468.3","0","23.2","4.065","0"
"17","eui-70b3d57ed005cc96","2023-04-24T16:35:26.266566931Z","0","0","0","0",0,0,"0","0","95474.3","0","26","4.1762","0"
"18","eui-70b3d57ed005cc96","2023-04-24T16:02:17.271288807Z","0","0","0","0",0,0,"0","0","95463.2","0","30.6","4.2637","0"
"19","eui-70b3d57ed005cc96","2023-04-24T15:29:08.288440259Z","0","0","0","0",0,0,"0","0","95474.7","0","25.8","4.29","0"
"20","eui-70b3d57ed005cc96","2023-04-24T14:55:59.266355658Z","0","0","0","0",0,0,"0","0","95478.1","0","25.6","4.3075","0"
"21","eui-70b3d57ed005cc96","2023-04-24T14:22:50.267639134Z","0","0","0","0",0,0,"0","0","95492.9","0","29.8","4.3462","0"
"22","eui-70b3d57ed005cc96","2023-04-24T13:49:41.272382391Z","0","0","0","0",0,0,"0","0","95483.5","0","31.8","4.355","0"
"23","eui-70b3d57ed005cc96","2023-04-24T13:16:32.276710004Z","0","0","0","0",0,0,"0","0","95509.1","0","26.6","4.3637","0"
"24","eui-70b3d57ed005cc96","2023-04-24T12:43:23.271485251Z","0","0","0","0",0,0,"0","0","95558.9","0","35.2","4.3737","0"
