"","id","message_time","day","hdop","historical","hour","latitude","longitude","minute","month","pressure","second","temperature","volts","year"
"1","eui-70b3d57ed005cc98","2023-04-21T16:09:17.065355337Z","21","50","0","16",46.83228,8.18173,"9","4","95408.9","3","20.2","3.9812","23"
"2","eui-70b3d57ed005cc96","2023-04-21T15:57:46.346975041Z","0","0","0","0",0,0,"0","0","95400.9","0","28.2","4.13","0"
"3","eui-70b3d57ed005cc96","2023-04-21T13:54:37.385482958Z","0","0","0","0",0,0,"0","0","95466.5","0","32.8","4.1462","0"
"4","eui-70b3d57ed005cc96","2023-04-21T13:21:28.356815838Z","0","0","0","0",0,0,"0","0","95475.4","0","31.6","4.2037","0"
"5","eui-70b3d57ed005cc96","2023-04-21T12:48:19.369799132Z","0","0","0","0",0,0,"0","0","95481.8","0","33.2","4.2725","0"
"6","eui-70b3d57ed005cc96","2023-04-21T10:45:10.384210023Z","0","0","0","0",0,0,"0","0","95449.4","0","36.8","4.09","0"
"7","eui-70b3d57ed005cc98","2023-04-21T10:08:21.037469084Z","21","10","0","10",46.83353,8.18327,"8","4","95500.1","3","17.8","3.8725","23"
"8","eui-70b3d57ed005cc97","2023-04-21T08:52:04.339479297Z","0","0","0","0",0,0,"0","0","95487.4","0","13.4","3.7762","0"
"9","eui-70b3d57ed005cc96","2023-04-21T04:42:01.273295515Z","0","0","0","0",0,0,"0","0","95501.4","0","9","3.895","0"
"10","eui-70b3d57ed005cc98","2023-04-21T04:07:35.877310467Z","21","10","0","4",46.83331,8.18263,"4","4","95508","9","5.6","3.8537","23"
"11","eui-70b3d57ed005cc96","2023-04-20T22:38:52.058982923Z","0","0","0","0",0,0,"0","0","95560.8","0","8.2","3.9525","0"
"12","eui-70b3d57ed005cc98","2023-04-20T22:04:26.424627126Z","20","10","0","22",46.83331,8.18263,"1","4","95576","7","4.4","3.9012","23"
"13","eui-70b3d57ed005cc97","2023-04-20T20:48:54.798419890Z","0","0","0","0",0,0,"0","0","95576.9","0","3.8","3.78","0"
"14","eui-70b3d57ed005cc96","2023-04-20T16:35:42.929420240Z","0","0","0","0",0,0,"0","0","95550.7","0","14.8","4.0137","0"
"15","eui-70b3d57ed005cc98","2023-04-20T16:01:17.116904520Z","20","10","0","16",46.83331,8.18263,"1","4","95562.2","2","8.8","3.9225","23"
"16","eui-70b3d57ed005cc97","2023-04-20T14:45:45.558336409Z","0","0","0","0",0,0,"0","0","95522.9","0","8.4","3.8","0"
"17","eui-70b3d57ed005cc96","2023-04-20T14:32:33.996533958Z","0","0","0","0",0,0,"0","0","95513","0","27.8","4.0775","0"
