"","id","message_time","day","hdop","historical","hour","latitude","longitude","minute","month","pressure","second","temperature","volts","year"
"1","eui-70b3d57ed00508ca","2023-04-12T20:00:23.227845845Z","12","10","0","20",46.83262,8.18245,"0","4","94938.4","4","11","4.055","23"
"2","eui-70b3d57ed00508ca","2023-04-12T18:59:40.199547085Z","12","20","0","18",46.83365,8.18291,"59","4","94937.3","7","9.8","4.0475","23"
"3","eui-70b3d57ed00508ca","2023-04-12T18:39:19.203738724Z","12","10","0","18",46.83358,8.18287,"39","4","94917.6","3","11","4.075","23"
"4","eui-70b3d57ed00508ca","2023-04-12T18:18:35.190990311Z","12","10","0","18",46.83386,8.18387,"18","4","94910.8","6","9.6","4.0725","23"
"5","eui-70b3d57ed00508ca","2023-04-12T17:58:21.206175588Z","12","10","0","17",46.83371,8.18258,"58","4","94870.7","3","12.2","4.105","23"
"6","eui-70b3d57ed00508ca","2023-04-12T17:37:28.177273484Z","12","10","0","17",46.83371,8.18246,"37","4","94810.5","5","12.4","4.1375","23"
"7","eui-70b3d57ed00508ca","2023-04-12T17:16:42.173515218Z","12","10","0","17",46.83384,8.18223,"16","4","94824.5","7","11.8","4.1412","23"
"8","eui-70b3d57ed00508ca","2023-04-12T16:56:25.179479090Z","12","10","0","16",46.83354,8.18224,"56","4","94748.5","4","12.2","4.1412","23"
"9","eui-70b3d57ed00508ca","2023-04-12T16:46:12.175655720Z","12","10","0","16",46.83387,8.18272,"46","4","94724.9","2","14.2","4.1574","23"
"10","eui-70b3d57ed00508ca","2023-04-12T16:35:49.204495018Z","12","10","0","16",46.8332,8.1831,"35","4","94717","9","13.4","4.1587","23"
"11","eui-70b3d57ed00508ca","2023-04-12T16:25:36.209115239Z","12","10","0","16",46.83346,8.18302,"25","4","94720.2","6","14.2","4.1662","23"
"12","eui-70b3d57ed00508ca","2023-04-12T16:15:21.208079388Z","12","10","0","16",46.83342,8.18274,"15","4","94690.5","3","14.4","4.1662","23"
"13","eui-70b3d57ed00508ca","2023-04-12T16:05:08.218051837Z","12","10","0","16",46.8338,8.18221,"5","4","94692.9","1","14.2","4.1662","23"
"14","eui-70b3d57ed00508ca","2023-04-12T15:54:57.217199921Z","12","10","0","15",46.83362,8.1832,"54","4","94699.9","11","17.8","4.2162","23"
"15","eui-70b3d57ed00508ca","2023-04-12T14:54:02.542128847Z","12","20","0","14",46.83339,8.18263,"54","4","94678.8","0","27","3.995","23"
"16","eui-70b3d57ed00508ca","2023-04-12T14:26:43.520494428Z","12","10","0","14",46.83352,8.18278,"26","4","94697.7","8","23.6","3.875","23"
"17","eui-70b3d57ed00508ca","2023-04-12T13:26:11.862085444Z","12","10","0","13",46.83371,8.183,"26","4","94772.3","2","26.8","3.875","23"
"18","eui-70b3d57ed00508ca","2023-04-12T12:53:02.560555516Z","12","10","0","12",46.83355,8.1827,"53","4","94816.2","0","24.4","3.8387","23"
"19","eui-70b3d57ed00508ca","2023-04-12T11:52:16.881046952Z","12","10","0","11",46.83328,8.18283,"52","4","94808.9","3","33.6","3.8387","23"
"20","eui-70b3d57ed00508ca","2023-04-12T08:32:51.065108364Z","12","10","0","8",46.83386,8.18305,"32","4","94935.9","9","16.2","4.1574","23"
"21","eui-70b3d57ed00508ca","2023-04-12T08:12:23.071610488Z","12","20","0","8",46.83374,8.18324,"12","4","94957.9","4","13.4","4.1087","23"
"22","eui-70b3d57ed00508ca","2023-04-12T07:52:03.083674704Z","12","20","0","7",46.83356,8.18291,"52","4","94996.7","0","16","4.0912","23"
"23","eui-70b3d57ed00508ca","2023-04-12T06:51:03.101096405Z","12","20","0","6",46.83309,8.18332,"51","4","95065.8","0","10.8","3.9587","23"
"24","eui-70b3d57ed00508ca","2023-04-12T05:50:33.150246054Z","12","10","0","5",46.83344,8.18304,"50","4","95145.7","6","10.2","3.9225","23"
"25","eui-70b3d57ed00508ca","2023-04-12T04:50:01.139810871Z","12","10","0","4",46.83352,8.18309,"49","4","95218.1","11","10","3.9225","23"
"26","eui-70b3d57ed00508ca","2023-04-12T03:49:26.151774491Z","12","10","0","3",46.83307,8.18357,"49","4","95312.5","4","9.4","3.9312","23"
"27","eui-70b3d57ed00508ca","2023-04-12T02:48:57.175784921Z","12","10","0","2",46.83317,8.18186,"48","4","95361.2","10","10.8","3.9562","23"
"28","eui-70b3d57ed00508ca","2023-04-12T01:48:12.177462336Z","12","20","0","1",46.83332,8.18207,"48","4","95373.8","1","9.6","3.9712","23"
"29","eui-70b3d57ed00508ca","2023-04-12T00:47:42.219542903Z","12","10","0","0",46.83371,8.18291,"47","4","95489.6","7","9","3.9825","23"
"30","eui-70b3d57ed00508ca","2023-04-11T23:47:18.217135436Z","11","10","0","23",46.83414,8.18318,"47","4","95669.8","3","8.6","3.9875","23"
"31","eui-70b3d57ed00508ca","2023-04-11T22:46:59.217642684Z","11","20","0","22",46.83376,8.18322,"46","4","95816","11","9.6","3.9962","23"
"32","eui-70b3d57ed00508ca","2023-04-11T21:46:34.331468356Z","11","20","0","21",46.83345,8.18316,"46","4","95866.1","6","11","4.0262","23"
"33","eui-70b3d57ed00508ca","2023-04-11T15:45:56.722591739Z","11","10","0","15",46.83355,8.18285,"45","4","96048.2","11","26.4","3.785","23"
